p_up_entry,p_up_exit,cooldown,trail_pct,max_hold,score,n_positive,median_return,mean_return,worst_year,best_year,no_trade_years
0.52,0.4,20,0.12,30,0.0366,3,-0.057,-0.0169,-0.1617,0.1789,0
0.58,0.4,20,0.12,45,0.0364,3,-0.0708,-0.0152,-0.1433,0.2376,0
0.62,0.42,15,0.12,45,0.0363,3,-0.038,0.0041,-0.193,0.275,0
0.52,0.42,10,0.12,45,0.0351,3,-0.0538,-0.0282,-0.1798,0.1086,0
0.48,0.3,10,0.12,30,0.0347,2,-0.0219,0.0068,-0.0319,0.1244,0
0.52,0.4,20,0.12,45,0.0344,3,-0.0751,-0.0306,-0.1543,0.1624,0
0.58,0.4,10,0.12,30,0.0343,3,-0.059,-0.0417,-0.1798,0.1149,0
0.52,0.4,10,0.12,30,0.0342,3,-0.0734,-0.0596,-0.1585,0.0389,0
0.52,0.4,20,0.1,30,0.034,3,-0.0558,-0.0206,-0.187,0.1789,0
0.48,0.3,10,0.07,45,0.0329,3,-0.0556,-0.0546,-0.1973,0.1216,0
0.48,0.4,10,0.12,45,0.0329,3,-0.0636,-0.0341,-0.185,0.1578,0
0.52,0.4,15,0.12,30,0.0325,3,-0.0591,-0.0441,-0.1954,0.1003,0
0.58,0.42,25,0.1,45,0.0308,3,-0.0783,-0.0372,-0.1814,0.2653,0
0.58,0.42,15,0.12,45,0.0298,3,-0.0765,-0.0301,-0.193,0.1519,0
0.55,0.42,25,0.1,45,0.0289,3,-0.0897,-0.0435,-0.1814,0.204,0
0.62,0.4,25,0.12,30,0.0249,2,-0.0261,-0.019,-0.0953,0.0708,0
0.62,0.42,15,0.1,45,0.0249,3,-0.0126,0.0103,-0.2014,0.275,0
0.58,0.35,20,0.1,30,0.0246,3,-0.0155,-0.0292,-0.2421,0.1385,0
0.62,0.42,15,0.1,30,0.0245,3,-0.0157,-0.0166,-0.2014,0.1426,0
0.62,0.42,20,0.1,30,0.0244,3,-0.0174,-0.0256,-0.2905,0.109,0
0.62,0.42,20,0.12,30,0.0244,3,-0.0174,-0.0295,-0.2737,0.109,0
0.62,0.4,10,0.07,30,0.0243,3,-0.0176,-0.0143,-0.2318,0.1257,0
0.62,0.4,10,0.07,45,0.0243,3,-0.0176,-0.0088,-0.2318,0.2251,0
0.62,0.42,10,0.07,30,0.0243,3,-0.0176,-0.0304,-0.2214,0.0727,0
0.62,0.42,10,0.07,45,0.0243,3,-0.0176,-0.0258,-0.2214,0.1243,0
0.55,0.35,15,0.07,30,0.0241,3,-0.0194,-0.034,-0.2556,0.0975,0
0.62,0.35,15,0.07,30,0.024,3,-0.0212,-0.0361,-0.2678,0.0975,0
0.62,0.35,15,0.07,45,0.024,3,-0.0212,-0.0482,-0.2678,0.065,0
0.62,0.35,20,0.07,30,0.024,3,-0.0212,-0.0437,-0.285,0.0975,0
0.62,0.35,20,0.07,45,0.024,3,-0.0212,-0.0552,-0.285,0.065,0
0.62,0.35,25,0.07,30,0.024,3,-0.0212,-0.0354,-0.2072,0.0975,0
0.62,0.35,25,0.07,45,0.024,3,-0.0212,-0.0469,-0.2072,0.065,0
0.58,0.35,15,0.1,30,0.0234,3,-0.0267,-0.0388,-0.2475,0.0975,0
0.48,0.35,10,0.07,30,0.0232,3,-0.0282,-0.0219,-0.219,0.1559,0
0.48,0.42,15,0.1,45,0.0232,3,-0.0286,-0.0169,-0.2714,0.1843,0
0.52,0.35,25,0.1,30,0.0227,3,-0.0334,-0.0535,-0.2549,0.0873,0
0.48,0.42,25,0.12,45,0.0224,3,-0.0361,-0.0426,-0.2486,0.1303,0
0.58,0.42,20,0.1,30,0.0224,3,-0.0361,-0.0528,-0.2905,0.109,0
0.52,0.42,15,0.07,30,0.0221,3,-0.0391,-0.0471,-0.2959,0.1095,0
0.52,0.42,15,0.07,45,0.0221,3,-0.0391,-0.0364,-0.2959,0.1716,0
0.55,0.35,20,0.07,30,0.022,3,-0.04,-0.0565,-0.2817,0.0975,0
0.48,0.35,10,0.07,45,0.0219,3,-0.0413,-0.0356,-0.219,0.1216,0
0.55,0.3,10,0.07,45,0.0219,3,-0.0407,-0.051,-0.2217,0.065,0
0.55,0.3,15,0.07,45,0.0219,3,-0.0407,-0.0441,-0.2217,0.0961,0
0.55,0.3,20,0.07,45,0.0219,3,-0.0407,-0.0542,-0.2217,0.065,0
0.55,0.35,15,0.07,45,0.0219,3,-0.0407,-0.0363,-0.2556,0.0907,0
0.55,0.35,20,0.07,45,0.0219,3,-0.0407,-0.0589,-0.2817,0.065,0
0.62,0.42,20,0.1,45,0.0219,3,-0.0409,-0.0186,-0.2905,0.2376,0
0.58,0.35,10,0.1,30,0.0218,3,-0.0413,-0.0418,-0.2174,0.0975,0
0.48,0.4,15,0.1,45,0.0216,3,-0.0437,-0.0144,-0.2698,0.186,0
0.55,0.42,15,0.1,45,0.0216,3,-0.0435,-0.0231,-0.2184,0.2352,0
0.58,0.4,15,0.1,30,0.0215,3,-0.0442,-0.0394,-0.2233,0.1149,0
0.58,0.42,20,0.12,30,0.0213,3,-0.0469,-0.0499,-0.2737,0.109,0
0.52,0.4,10,0.1,45,0.0212,3,-0.0474,-0.0301,-0.2332,0.1338,0
0.55,0.4,10,0.1,45,0.0212,3,-0.0474,-0.0111,-0.2694,0.1841,0
0.55,0.4,10,0.12,45,0.0212,3,-0.0471,-0.0036,-0.2026,0.1841,0
0.48,0.4,20,0.07,30,0.0209,3,-0.0504,-0.0588,-0.2673,0.2511,0
0.58,0.42,10,0.1,45,0.0208,3,-0.0513,-0.033,-0.208,0.1704,0
0.58,0.42,15,0.1,45,0.0208,3,-0.0513,-0.0276,-0.2014,0.1519,0
0.48,0.4,20,0.1,45,0.0206,3,-0.0528,-0.0382,-0.2471,0.162,0
0.52,0.42,15,0.12,45,0.0205,3,-0.0538,-0.0237,-0.2383,0.1742,0
0.55,0.42,20,0.12,30,0.0205,3,-0.0542,-0.0557,-0.29,0.1064,0
0.55,0.42,15,0.1,30,0.0204,3,-0.0551,-0.0338,-0.2184,0.239,0
0.58,0.42,20,0.07,45,0.0204,3,-0.0553,-0.0757,-0.2905,0.0453,0
0.55,0.4,20,0.1,30,0.0203,3,-0.0558,-0.0429,-0.2791,0.1744,0
0.55,0.4,20,0.12,30,0.0202,3,-0.057,-0.0427,-0.2178,0.1064,0
0.58,0.42,20,0.07,30,0.0202,3,-0.0567,-0.0757,-0.2905,0.0483,0
0.52,0.4,15,0.1,30,0.0201,3,-0.0579,-0.0466,-0.2712,0.1003,0
0.55,0.4,15,0.1,30,0.0201,3,-0.0579,-0.0261,-0.2827,0.2374,0
0.55,0.4,15,0.12,30,0.02,3,-0.0591,-0.0252,-0.2216,0.2374,0
0.58,0.4,10,0.1,30,0.02,3,-0.059,-0.04,-0.2106,0.1149,0
0.58,0.42,15,0.07,45,0.0192,3,-0.0664,-0.0509,-0.2273,0.117,0
0.58,0.42,15,0.07,30,0.0191,3,-0.0677,-0.0611,-0.2273,0.055,0
0.55,0.42,15,0.12,45,0.0189,3,-0.0691,-0.026,-0.2102,0.2352,0
0.48,0.42,25,0.07,30,0.0188,3,-0.0705,-0.0521,-0.292,0.1262,0
0.48,0.42,25,0.07,45,0.0188,3,-0.0705,-0.056,-0.292,0.1441,0
0.55,0.4,20,0.12,45,0.0188,3,-0.0708,-0.039,-0.2136,0.2024,0
0.52,0.4,10,0.1,30,0.0186,3,-0.0723,-0.0611,-0.2246,0.0982,0
0.55,0.4,10,0.1,30,0.0186,3,-0.0723,-0.0306,-0.2691,0.1866,0
0.55,0.4,10,0.12,30,0.0185,3,-0.0734,-0.0295,-0.2068,0.1866,0
0.58,0.4,20,0.07,45,0.0183,3,-0.0754,-0.0588,-0.2621,0.1925,0
0.58,0.42,10,0.12,45,0.0182,3,-0.0765,-0.0354,-0.2147,0.1704,0
0.58,0.4,20,0.07,30,0.0181,3,-0.0768,-0.0596,-0.2621,0.196,0
0.55,0.42,15,0.07,45,0.018,3,-0.0784,-0.0387,-0.2437,0.1348,0
0.55,0.42,20,0.07,45,0.018,3,-0.0778,-0.0685,-0.2968,0.1118,0
0.55,0.42,20,0.07,30,0.0179,3,-0.0791,-0.0668,-0.2968,0.1276,0
0.55,0.42,15,0.07,30,0.0178,3,-0.0798,-0.0491,-0.2437,0.1128,0
0.55,0.4,15,0.07,45,0.0177,3,-0.0804,-0.0296,-0.2627,0.2172,0
0.58,0.42,10,0.07,30,0.0177,3,-0.0811,-0.0667,-0.2253,0.055,0
0.58,0.42,10,0.07,45,0.0177,3,-0.0809,-0.0564,-0.2253,0.117,0
0.48,0.4,25,0.07,45,0.0175,3,-0.0824,-0.0491,-0.246,0.1847,0
0.58,0.42,20,0.1,45,0.0175,3,-0.0827,-0.0477,-0.2905,0.2376,0
0.48,0.4,10,0.07,45,0.0174,3,-0.0839,-0.0597,-0.2895,0.2732,0
0.48,0.4,25,0.07,30,0.0174,3,-0.0837,-0.0474,-0.246,0.1485,0
0.55,0.4,15,0.07,30,0.0172,3,-0.0859,-0.0433,-0.2627,0.1184,0
0.58,0.4,15,0.07,45,0.0172,3,-0.086,-0.0434,-0.2443,0.2172,0
0.58,0.4,15,0.07,30,0.017,3,-0.0874,-0.0571,-0.2443,0.1184,0
0.48,0.42,10,0.07,45,0.0169,3,-0.0887,-0.0742,-0.2812,0.1362,0
0.52,0.42,10,0.07,30,0.0169,3,-0.0886,-0.0561,-0.2418,0.0886,0
0.52,0.42,10,0.07,45,0.0169,3,-0.0886,-0.0454,-0.2418,0.1716,0
0.52,0.42,25,0.1,45,0.0168,3,-0.0897,-0.0409,-0.2047,0.2311,0
0.48,0.4,10,0.07,30,0.0167,3,-0.0907,-0.0682,-0.2895,0.1699,0
0.48,0.42,10,0.07,30,0.0167,3,-0.0901,-0.0785,-0.2812,0.1214,0
0.58,0.4,10,0.07,45,0.0161,3,-0.0961,-0.0462,-0.2491,0.2172,0
0.52,0.4,20,0.07,45,0.016,3,-0.097,-0.0497,-0.2212,0.1925,0
0.55,0.4,20,0.07,45,0.016,3,-0.097,-0.0585,-0.259,0.1925,0
0.58,0.4,10,0.07,30,0.016,3,-0.0974,-0.0599,-0.2491,0.1184,0
0.48,0.42,10,0.1,30,0.0159,3,-0.0983,-0.0805,-0.2571,0.0744,0
0.52,0.4,20,0.07,30,0.0159,3,-0.0983,-0.0505,-0.2212,0.196,0
0.55,0.4,20,0.07,30,0.0159,3,-0.0983,-0.0594,-0.259,0.196,0
0.48,0.4,10,0.1,30,0.0158,3,-0.0988,-0.0601,-0.253,0.1488,0
0.48,0.42,10,0.12,30,0.0155,3,-0.102,-0.0779,-0.2224,0.0744,0
0.52,0.4,25,0.1,30,0.0155,3,-0.1014,-0.0797,-0.2464,0.0609,0
0.48,0.4,10,0.12,30,0.0154,3,-0.1026,-0.0675,-0.2172,0.0744,0
0.62,0.3,10,0.07,45,0.014,2,-0.0224,-0.0334,-0.1536,0.065,0
0.62,0.3,15,0.07,45,0.014,2,-0.0224,-0.0334,-0.1536,0.065,0
0.62,0.3,20,0.07,45,0.014,2,-0.0224,-0.0336,-0.1536,0.065,0
0.62,0.3,25,0.07,45,0.014,2,-0.0224,-0.0348,-0.1536,0.065,0
0.62,0.4,25,0.12,45,0.0122,2,-0.0644,-0.0207,-0.107,0.1577,0
0.62,0.42,25,0.1,30,0.012,2,-0.0261,-0.0458,-0.1658,0.0708,0
0.52,0.35,15,0.07,30,0.011,2,-0.0407,-0.0474,-0.1535,0.1178,0
0.48,0.3,15,0.07,30,0.0108,2,-0.0496,-0.0309,-0.142,0.1185,0
0.58,0.3,10,0.07,45,0.0095,2,-0.0407,-0.0535,-0.1667,0.065,0
0.58,0.3,15,0.07,45,0.0095,2,-0.0407,-0.0535,-0.1667,0.065,0
0.48,0.3,25,0.07,30,0.0088,2,-0.0534,-0.0501,-0.154,0.135,0
0.62,0.42,25,0.07,30,0.0088,2,-0.044,-0.0563,-0.1678,0.0348,0
0.58,0.3,10,0.07,30,0.0086,2,-0.0547,-0.0457,-0.1536,0.0975,0
0.58,0.3,15,0.07,30,0.0086,2,-0.0547,-0.0457,-0.1536,0.0975,0
0.58,0.3,20,0.07,30,0.0086,2,-0.0547,-0.0401,-0.1536,0.0975,0
0.58,0.3,25,0.07,30,0.0086,2,-0.0547,-0.0414,-0.1536,0.0975,0
0.55,0.3,10,0.07,30,0.007,2,-0.0547,-0.0435,-0.168,0.0975,0
0.55,0.3,15,0.07,30,0.007,2,-0.0547,-0.0362,-0.168,0.1384,0
0.55,0.3,20,0.07,30,0.007,2,-0.0547,-0.0468,-0.168,0.0975,0
0.55,0.3,25,0.07,30,0.007,2,-0.0547,-0.0515,-0.168,0.0975,0
0.62,0.35,10,0.07,30,0.0053,2,-0.0241,-0.0366,-0.2556,0.0975,0
0.62,0.35,10,0.07,45,0.0053,2,-0.0241,-0.0488,-0.2556,0.065,0
0.55,0.35,10,0.07,30,0.0051,2,-0.0263,-0.0422,-0.2271,0.0975,0
0.58,0.4,25,0.12,45,0.0051,2,-0.0644,-0.0304,-0.1706,0.2579,0
0.62,0.42,25,0.12,30,0.0051,2,-0.0261,-0.0497,-0.2053,0.0708,0
0.58,0.4,25,0.1,30,0.005,2,-0.0601,-0.0605,-0.1779,0.0708,0
0.58,0.42,15,0.12,30,0.0047,2,-0.0517,-0.0495,-0.193,0.1149,0
0.62,0.42,25,0.07,45,0.0045,2,-0.0698,-0.0627,-0.1678,0.0348,0
0.48,0.3,15,0.07,45,0.0039,2,-0.0534,-0.0516,-0.1973,0.0853,0
0.48,0.3,20,0.07,45,0.0039,2,-0.0534,-0.052,-0.1973,0.1013,0
0.48,0.3,25,0.07,45,0.0039,2,-0.0534,-0.0645,-0.1973,0.1013,0
0.55,0.3,25,0.07,45,0.0036,2,-0.0407,-0.0587,-0.2217,0.065,0
0.55,0.35,10,0.07,45,0.0036,2,-0.0407,-0.0445,-0.2271,0.065,0
0.58,0.42,15,0.1,30,0.0035,2,-0.0413,-0.0506,-0.2014,0.1149,0
0.52,0.4,25,0.12,45,0.0025,2,-0.0781,-0.0546,-0.1734,0.1031,0
0.52,0.35,20,0.07,30,0.0023,2,-0.053,-0.0631,-0.2514,0.1178,0
0.58,0.35,20,0.07,30,0.0022,2,-0.0543,-0.069,-0.285,0.0975,0
0.58,0.35,20,0.07,45,0.0022,2,-0.0543,-0.071,-0.285,0.065,0
0.48,0.4,20,0.12,45,0.0021,2,-0.0548,-0.0463,-0.2535,0.1435,0
0.48,0.4,20,0.07,45,0.002,2,-0.056,-0.0648,-0.2673,0.2475,0
0.55,0.42,15,0.12,30,0.002,2,-0.0563,-0.033,-0.2102,0.239,0
0.58,0.42,10,0.1,30,0.002,2,-0.0562,-0.0558,-0.208,0.1149,0
0.58,0.42,10,0.12,30,0.002,2,-0.0562,-0.0546,-0.2147,0.1149,0
0.52,0.35,15,0.07,45,0.0019,2,-0.0564,-0.0574,-0.2114,0.0846,0
0.48,0.4,10,0.1,45,0.0012,2,-0.0636,-0.0326,-0.2533,0.186,0
0.48,0.42,10,0.1,45,0.0009,2,-0.0663,-0.0605,-0.2571,0.1464,0
0.48,0.42,10,0.12,45,0.0009,2,-0.0663,-0.0621,-0.2224,0.1464,0
0.62,0.42,20,0.12,45,0.0009,2,-0.066,-0.0333,-0.2737,0.2376,0
0.55,0.42,10,0.12,45,0.0008,2,-0.0676,-0.0336,-0.2727,0.1845,0
0.52,0.35,20,0.07,45,0.0007,2,-0.0686,-0.0657,-0.2514,0.0846,0
0.62,0.42,25,0.12,45,0.0006,2,-0.069,-0.0489,-0.2159,0.1577,0
0.55,0.42,10,0.12,30,0.0004,2,-0.0707,-0.0428,-0.2727,0.1881,0
0.55,0.4,25,0.12,45,0.0001,2,-0.0737,-0.0512,-0.2284,0.194,0
0.58,0.42,25,0.12,45,0.0001,2,-0.0737,-0.0486,-0.2159,0.2653,0
0.48,0.42,20,0.07,30,0.0,3,-0.0229,-0.0422,-0.364,0.2376,0
0.48,0.42,20,0.07,45,0.0,2,-0.0264,-0.0499,-0.364,0.2203,0
0.48,0.42,20,0.1,30,0.0,5,0.0179,-0.0141,-0.3502,0.1936,0
0.48,0.42,20,0.1,45,0.0,4,0.0124,-0.0356,-0.3502,0.1356,0
0.48,0.42,20,0.12,30,0.0,4,-0.0083,-0.0228,-0.3348,0.1678,0
0.48,0.42,20,0.12,45,0.0,3,-0.016,-0.0601,-0.3348,0.1356,0
0.52,0.35,20,0.1,30,0.0,4,0.0148,-0.0434,-0.3114,0.0873,0
0.52,0.35,20,0.1,45,0.0,4,0.0098,-0.0276,-0.3117,0.1539,0
0.52,0.42,20,0.07,30,0.0,4,-0.0354,-0.0479,-0.3151,0.1642,0
0.52,0.42,20,0.07,45,0.0,4,-0.034,-0.0496,-0.3151,0.1479,0
0.52,0.42,20,0.1,30,0.0,4,-0.0015,-0.0284,-0.3002,0.1789,0
0.52,0.42,20,0.1,45,0.0,4,-0.0378,-0.0432,-0.3002,0.1643,0
0.52,0.42,20,0.12,45,-0.0,2,-0.0751,-0.0557,-0.2836,0.1643,0
0.55,0.4,10,0.07,30,0.0,3,-0.0832,-0.0547,-0.3048,0.1184,0
0.55,0.4,10,0.07,45,0.0,3,-0.0791,-0.041,-0.3048,0.2172,0
0.55,0.4,25,0.1,30,-0.0,2,-0.0831,-0.0896,-0.305,0.0708,0
0.55,0.4,25,0.1,45,0.0,4,-0.0308,-0.0448,-0.3053,0.197,0
0.55,0.42,10,0.07,30,0.0,3,-0.086,-0.0614,-0.3277,0.0745,0
0.55,0.42,10,0.07,45,0.0,3,-0.086,-0.0511,-0.3277,0.1348,0
0.55,0.42,10,0.1,30,0.0,3,-0.0696,-0.0467,-0.3052,0.1881,0
0.55,0.42,10,0.1,45,0.0,2,-0.0446,-0.0338,-0.3052,0.1845,0
0.55,0.42,20,0.1,30,0.0,3,-0.053,-0.0571,-0.3064,0.1064,0
0.55,0.42,20,0.1,45,0.0,3,-0.0535,-0.0552,-0.3064,0.2024,0
0.58,0.35,25,0.07,45,-0.0001,2,-0.0764,-0.0828,-0.2333,0.065,0
0.55,0.42,20,0.12,45,-0.0004,2,-0.0786,-0.0679,-0.29,0.2024,0
0.52,0.4,15,0.07,45,-0.0006,2,-0.0804,-0.0419,-0.248,0.2172,0
0.55,0.42,25,0.12,45,-0.0009,2,-0.0897,-0.0555,-0.186,0.201,0
0.52,0.42,25,0.1,30,-0.001,2,-0.0846,-0.0711,-0.2047,0.0609,0
0.52,0.4,15,0.07,30,-0.0011,2,-0.0859,-0.0556,-0.248,0.1184,0
0.52,0.42,25,0.12,30,-0.0012,2,-0.0846,-0.0665,-0.1963,0.0609,0
0.52,0.4,25,0.12,30,-0.0015,2,-0.0958,-0.0741,-0.1822,0.0609,0
0.58,0.4,25,0.07,45,-0.0019,2,-0.0926,-0.0802,-0.2136,0.0924,0
0.52,0.4,10,0.07,45,-0.002,2,-0.0938,-0.0585,-0.2704,0.2172,0
0.52,0.42,25,0.12,45,-0.002,2,-0.0897,-0.0528,-0.1963,0.2311,0
0.58,0.4,25,0.07,30,-0.002,2,-0.094,-0.0802,-0.2205,0.1023,0
0.52,0.4,10,0.07,30,-0.0021,2,-0.0952,-0.0722,-0.2704,0.1184,0
0.58,0.35,25,0.07,30,-0.0021,2,-0.0948,-0.0812,-0.2072,0.0975,0
0.52,0.42,25,0.07,45,-0.0025,2,-0.0985,-0.0913,-0.2323,0.0377,0
0.58,0.42,20,0.12,45,-0.0027,2,-0.1005,-0.0588,-0.2737,0.2376,0
0.52,0.4,25,0.07,30,-0.0049,2,-0.1213,-0.1037,-0.2259,0.0743,0
0.52,0.4,25,0.07,45,-0.0049,2,-0.1213,-0.0982,-0.2259,0.1081,0
0.55,0.4,25,0.07,45,-0.0053,2,-0.1257,-0.1025,-0.2693,0.1081,0
0.55,0.4,25,0.07,30,-0.0055,2,-0.1271,-0.108,-0.2693,0.0743,0
0.52,0.35,10,0.07,30,-0.0111,1,-0.0407,-0.0472,-0.1486,0.1178,0
0.58,0.35,15,0.07,30,-0.0115,1,-0.0502,-0.0618,-0.2678,0.0975,0
0.58,0.35,10,0.07,45,-0.012,1,-0.0545,-0.069,-0.2556,0.065,0
0.58,0.35,15,0.07,45,-0.012,1,-0.0545,-0.064,-0.2678,0.065,0
0.52,0.3,10,0.07,45,-0.0126,1,-0.0604,-0.0644,-0.2217,0.0846,0
0.52,0.3,15,0.07,45,-0.0126,1,-0.0604,-0.0653,-0.2217,0.0846,0
0.52,0.3,20,0.07,45,-0.0126,1,-0.0604,-0.0679,-0.2217,0.0846,0
0.52,0.3,25,0.07,45,-0.0126,1,-0.0604,-0.0716,-0.2217,0.0846,0
0.58,0.35,10,0.07,30,-0.0129,1,-0.0632,-0.067,-0.2556,0.0975,0
0.55,0.35,25,0.07,30,-0.0134,1,-0.068,-0.0757,-0.2033,0.0975,0
0.55,0.35,25,0.07,45,-0.0134,1,-0.068,-0.0776,-0.2033,0.065,0
0.58,0.42,25,0.12,30,-0.0134,1,-0.0683,-0.0783,-0.2053,0.0708,0
0.55,0.4,25,0.12,30,-0.0151,1,-0.0842,-0.083,-0.2325,0.0708,0
0.58,0.4,25,0.12,30,-0.0154,1,-0.0469,-0.0598,-0.1779,0.0708,0
0.52,0.35,25,0.07,45,-0.0163,1,-0.0958,-0.0967,-0.2625,0.0846,0
0.52,0.3,10,0.07,30,-0.0166,1,-0.0604,-0.0488,-0.168,0.1178,0
0.52,0.3,15,0.07,30,-0.0166,1,-0.0604,-0.0544,-0.168,0.1178,0
0.52,0.42,25,0.07,30,-0.0168,1,-0.0999,-0.0955,-0.2323,0.0377,0
0.52,0.3,25,0.07,30,-0.0178,1,-0.0677,-0.0689,-0.168,0.1178,0
0.52,0.35,10,0.07,45,-0.0181,1,-0.0603,-0.0574,-0.1812,0.0846,0
0.52,0.35,25,0.07,30,-0.0184,1,-0.1155,-0.0948,-0.2625,0.1178,0
0.58,0.42,25,0.1,30,-0.0185,1,-0.0732,-0.0781,-0.1658,0.0708,0
0.52,0.3,20,0.07,30,-0.0195,1,-0.0779,-0.0651,-0.168,0.1178,0
0.55,0.42,25,0.12,30,-0.0219,1,-0.0953,-0.0819,-0.1631,0.0708,0
0.55,0.42,25,0.1,30,-0.0223,1,-0.0941,-0.0868,-0.168,0.0708,0
0.58,0.42,25,0.07,45,-0.0243,1,-0.0926,-0.091,-0.1881,0.0189,0
0.58,0.42,25,0.07,30,-0.0245,1,-0.094,-0.0903,-0.1881,0.0189,0
0.55,0.42,25,0.07,45,-0.0252,1,-0.1193,-0.0967,-0.1564,0.0189,0
0.55,0.42,25,0.07,30,-0.0254,1,-0.1207,-0.1008,-0.1564,0.0189,0
